Hugo_Symbol	Tumor_Sample_Barcode
APOL1	TCGA-EJ-5495-01
TBC1D22A	TCGA-EJ-5495-01
TSIX	TCGA-EJ-5495-01
TSIX	TCGA-EJ-5495-01
MAGEA11	TCGA-EJ-5495-01
TTC4	TCGA-EJ-5495-01
RASAL2	TCGA-EJ-5495-01
SDAD1	TCGA-EJ-5495-01
ENPP3	TCGA-EJ-5495-01
SLC30A8	TCGA-EJ-5495-01
GAPVD1	TCGA-EJ-5495-01
MTMR10	TCGA-EJ-5495-01
PEAK1	TCGA-EJ-5495-01
DSCAM	TCGA-EJ-5495-01
DMBX1	TCGA-EJ-5496-01
NBPF20	TCGA-EJ-5496-01
FCGR3B	TCGA-EJ-5496-01
OR2M1P	TCGA-EJ-5496-01
NBAS	TCGA-EJ-5496-01
ORC4	TCGA-EJ-5496-01
OSBPL10	TCGA-EJ-5496-01
ACOX3	TCGA-EJ-5496-01
LIMCH1	TCGA-EJ-5496-01
LPHN3	TCGA-EJ-5496-01
SULT1E1	TCGA-EJ-5496-01
ASB5	TCGA-EJ-5496-01
RWDD4	TCGA-EJ-5496-01
IRX1	TCGA-EJ-5496-01
FAM169A	TCGA-EJ-5496-01
TRIM36	TCGA-EJ-5496-01
C5orf48	TCGA-EJ-5496-01
NSD1	TCGA-EJ-5496-01
FRMD1	TCGA-EJ-5496-01
ZNRF2	TCGA-EJ-5496-01
POT1	TCGA-EJ-5496-01
RP1	TCGA-EJ-5496-01
PAX5	TCGA-EJ-5496-01
ZFAND5	TCGA-EJ-5496-01
TM7SF2	TCGA-EJ-5496-01
ATF7IP	TCGA-EJ-5496-01
ERBB3	TCGA-EJ-5496-01
APAF1	TCGA-EJ-5496-01
TUBA3C	TCGA-EJ-5496-01
FAM155A	TCGA-EJ-5496-01
NIPA2	TCGA-EJ-5496-01
ACTC1	TCGA-EJ-5496-01
IREB2	TCGA-EJ-5496-01
FANCI	TCGA-EJ-5496-01
NF1	TCGA-EJ-5496-01
MUC16	TCGA-EJ-5496-01
ZNF98	TCGA-EJ-5496-01
LRRC8B	TCGA-EJ-5497-01
LCE1F	TCGA-EJ-5497-01
LCE1F	TCGA-EJ-5497-01
ASPM	TCGA-EJ-5497-01
CCDC142	TCGA-EJ-5497-01
AFF3	TCGA-EJ-5497-01
FOXP1	TCGA-EJ-5497-01
RAPGEF2	TCGA-EJ-5497-01
SNRNP48	TCGA-EJ-5497-01
SYNE1	TCGA-EJ-5497-01
RIPK2	TCGA-EJ-5497-01
LPAR1	TCGA-EJ-5497-01
OR9G4	TCGA-EJ-5497-01
LMO7	TCGA-EJ-5497-01
CPNE6	TCGA-EJ-5497-01
ALDOC	TCGA-EJ-5497-01
ZNF181	TCGA-EJ-5497-01
PRODH2	TCGA-EJ-5497-01
EYA2	TCGA-EJ-5497-01
FASTKD2	TCGA-EJ-5497-01
CSMD3	TCGA-EJ-5497-01
NINL	TCGA-EJ-5497-01
PABPC4	TCGA-EJ-5498-01
SZT2	TCGA-EJ-5498-01
RSBN1	TCGA-EJ-5498-01
RP11-25K21.6	TCGA-EJ-5498-01
CFH	TCGA-EJ-5498-01
OBSCN	TCGA-EJ-5498-01
GNPAT	TCGA-EJ-5498-01
USP34	TCGA-EJ-5498-01
KYNU	TCGA-EJ-5498-01
BAZ2B	TCGA-EJ-5498-01
SP140L	TCGA-EJ-5498-01
SETD2	TCGA-EJ-5498-01
C3orf38	TCGA-EJ-5498-01
NSUN2	TCGA-EJ-5498-01
FAM134B	TCGA-EJ-5498-01
XXbac-BPG308J9.3	TCGA-EJ-5498-01
EHMT2	TCGA-EJ-5498-01
GLTSCR1L	TCGA-EJ-5498-01
PKHD1	TCGA-EJ-5498-01
DPY19L2P1	TCGA-EJ-5498-01
PON1	TCGA-EJ-5498-01
PIK3CG	TCGA-EJ-5498-01
RP1	TCGA-EJ-5498-01
MLLT10	TCGA-EJ-5498-01
LRIT2	TCGA-EJ-5498-01
CAPZA3	TCGA-EJ-5498-01
KITLG	TCGA-EJ-5498-01
C12orf55	TCGA-EJ-5498-01
SLX4	TCGA-EJ-5498-01
CLTC	TCGA-EJ-5498-01
SERPINB5	TCGA-EJ-5498-01
TSPAN16	TCGA-EJ-5498-01
CYP2A13	TCGA-EJ-5498-01
MYBPC2	TCGA-EJ-5498-01
PEG3	TCGA-EJ-5498-01
ADARB1	TCGA-EJ-5498-01
ARHGAP6	TCGA-EJ-5498-01
RNF144B	TCGA-EJ-5498-01
BRAF	TCGA-EJ-5498-01
AMZ2P1	TCGA-EJ-5498-01
CROCCP2	TCGA-EJ-5499-01
TCEB3	TCGA-EJ-5499-01
SNTG2	TCGA-EJ-5499-01
TNS1	TCGA-EJ-5499-01
SMC4	TCGA-EJ-5499-01
ADAM29	TCGA-EJ-5499-01
SLC12A7	TCGA-EJ-5499-01
FKBP5	TCGA-EJ-5499-01
DNAH8	TCGA-EJ-5499-01
ROS1	TCGA-EJ-5499-01
FBXO5	TCGA-EJ-5499-01
ZFPM2	TCGA-EJ-5499-01
PTPRD	TCGA-EJ-5499-01
FRMPD2	TCGA-EJ-5499-01
ANAPC15	TCGA-EJ-5499-01
MMP27	TCGA-EJ-5499-01
LTBR	TCGA-EJ-5499-01
CLEC1A	TCGA-EJ-5499-01
HECTD4	TCGA-EJ-5499-01
PAPLN	TCGA-EJ-5499-01
IGHG1	TCGA-EJ-5499-01
IQCH	TCGA-EJ-5499-01
ITGAL	TCGA-EJ-5499-01
AOC4P	TCGA-EJ-5499-01
ST8SIA3	TCGA-EJ-5499-01
TM6SF2	TCGA-EJ-5499-01
CCDC106	TCGA-EJ-5499-01
CHMP4B	TCGA-EJ-5499-01
DGCR14	TCGA-EJ-5499-01
CSF2RA	TCGA-EJ-5499-01
TBC1D8B	TCGA-EJ-5499-01
C12orf55	TCGA-EJ-5499-01
CLK3	TCGA-EJ-5499-01
RP11-169K16.7	TCGA-EJ-5502-01
NEFM	TCGA-EJ-5502-01
CLVS1	TCGA-EJ-5502-01
ZFPM2	TCGA-EJ-5502-01
USP20	TCGA-EJ-5502-01
ACBD7	TCGA-EJ-5502-01
RAG1	TCGA-EJ-5502-01
PRKCB	TCGA-EJ-5502-01
TOP2A	TCGA-EJ-5502-01
ZBTB17	TCGA-EJ-5503-01
TCF19	TCGA-EJ-5503-01
ZNF212	TCGA-EJ-5503-01
TOR2A	TCGA-EJ-5503-01
OR4D5	TCGA-EJ-5503-01
EML5	TCGA-EJ-5503-01
MKRN3	TCGA-EJ-5503-01
ABCA3	TCGA-EJ-5503-01
ZPBP2	TCGA-EJ-5503-01
SGIP1	TCGA-EJ-5506-01
PCDHGA2	TCGA-EJ-5506-01
HIST1H4H	TCGA-EJ-5506-01
ANKMY2	TCGA-EJ-5506-01
DHTKD1	TCGA-EJ-5506-01
SGSM2	TCGA-EJ-5506-01
PRKAA1	TCGA-EJ-5506-01
PBX1	TCGA-EJ-5507-01
LMAN2L	TCGA-EJ-5507-01
SCN7A	TCGA-EJ-5507-01
MME	TCGA-EJ-5507-01
SKIV2L	TCGA-EJ-5507-01
SP4	TCGA-EJ-5507-01
GLI3	TCGA-EJ-5507-01
AUTS2	TCGA-EJ-5507-01
PTPRD	TCGA-EJ-5507-01
SYK	TCGA-EJ-5507-01
CARD9	TCGA-EJ-5507-01
OR4A16	TCGA-EJ-5507-01
ATM	TCGA-EJ-5507-01
GPALPP1	TCGA-EJ-5507-01
KLC1	TCGA-EJ-5507-01
CCDC178	TCGA-EJ-5507-01
USP29	TCGA-EJ-5507-01
SEZ6L	TCGA-EJ-5507-01
GARS	TCGA-EJ-5507-01
USP54	TCGA-EJ-5507-01
MYEOV	TCGA-EJ-5507-01
PPP5C	TCGA-EJ-5507-01
KLHL21	TCGA-EJ-5508-01
USP48	TCGA-EJ-5508-01
PLK3	TCGA-EJ-5508-01
XIRP2	TCGA-EJ-5508-01
HYAL3	TCGA-EJ-5508-01
SENP7	TCGA-EJ-5508-01
TRDN	TCGA-EJ-5508-01
PLEKHG1	TCGA-EJ-5508-01
GTF2IRD1P1	TCGA-EJ-5508-01
KCNMA1	TCGA-EJ-5508-01
MALAT1	TCGA-EJ-5508-01
FKBP4	TCGA-EJ-5508-01
DNM1L	TCGA-EJ-5508-01
PIP4K2C	TCGA-EJ-5508-01
HAL	TCGA-EJ-5508-01
UGGT2	TCGA-EJ-5508-01
L3HYPDH	TCGA-EJ-5508-01
DNAJC17	TCGA-EJ-5508-01
WDR72	TCGA-EJ-5508-01
ISLR2	TCGA-EJ-5508-01
CIITA	TCGA-EJ-5508-01
MRM1	TCGA-EJ-5508-01
ESCO1	TCGA-EJ-5508-01
FBN3	TCGA-EJ-5508-01
DNM2	TCGA-EJ-5508-01
LILRB5	TCGA-EJ-5508-01
LILRB1	TCGA-EJ-5508-01
PFKL	TCGA-EJ-5508-01
PIGA	TCGA-EJ-5508-01
HUWE1	TCGA-EJ-5508-01
ATRX	TCGA-EJ-5508-01
HTATSF1	TCGA-EJ-5508-01
DISP1	TCGA-EJ-5508-01
MSTN	TCGA-EJ-5508-01
LAMA2	TCGA-EJ-5508-01
NUP188	TCGA-EJ-5508-01
ZDHHC20	TCGA-EJ-5508-01
GPATCH4	TCGA-EJ-5512-01
TM4SF18	TCGA-EJ-5512-01
GRID2	TCGA-EJ-5512-01
CDH12	TCGA-EJ-5512-01
C6ORF165	TCGA-EJ-5512-01
CYP3A43	TCGA-EJ-5512-01
AGK	TCGA-EJ-5512-01
NSMAF	TCGA-EJ-5512-01
ADAMTSL1	TCGA-EJ-5512-01
ZNF438	TCGA-EJ-5512-01
MUC6	TCGA-EJ-5512-01
RPS6KB2	TCGA-EJ-5512-01
HEPHL1	TCGA-EJ-5512-01
ATF7IP	TCGA-EJ-5512-01
TRPV2	TCGA-EJ-5512-01
CRLF3	TCGA-EJ-5512-01
COIL	TCGA-EJ-5512-01
PARVB	TCGA-EJ-5512-01
RNF17	TCGA-EJ-5516-01
MLLT10	TCGA-EJ-5516-01
CHD1L	TCGA-EJ-5516-01
THUMPD2	TCGA-EJ-5516-01
KDM3A	TCGA-EJ-5516-01
IL1RL2	TCGA-EJ-5516-01
TMEM198	TCGA-EJ-5516-01
CNTN6	TCGA-EJ-5516-01
DAG1	TCGA-EJ-5516-01
SPATA12	TCGA-EJ-5516-01
WDR52	TCGA-EJ-5516-01
ZBTB38	TCGA-EJ-5516-01
EPHA5	TCGA-EJ-5516-01
CSN1S1	TCGA-EJ-5516-01
RIOK1	TCGA-EJ-5516-01
UFL1	TCGA-EJ-5516-01
SYNE1	TCGA-EJ-5516-01
SND1	TCGA-EJ-5516-01
BTBD10	TCGA-EJ-5516-01
MRGPRX4	TCGA-EJ-5516-01
SCAF11	TCGA-EJ-5516-01
TIMELESS	TCGA-EJ-5516-01
CENPJ	TCGA-EJ-5516-01
KBTBD7	TCGA-EJ-5516-01
RP11-32B5.7	TCGA-EJ-5516-01
THBS1	TCGA-EJ-5516-01
MYH8	TCGA-EJ-5516-01
ROCK1	TCGA-EJ-5516-01
ZNRF4	TCGA-EJ-5516-01
SLC6A16	TCGA-EJ-5516-01
SYNJ1	TCGA-EJ-5516-01
CSTB	TCGA-EJ-5516-01
VSIG4	TCGA-EJ-5516-01
IGSF11	TCGA-EJ-5516-01
HIPK1	TCGA-EJ-5521-01
OR10Z1	TCGA-EJ-5521-01
BRINP3	TCGA-EJ-5521-01
OR2T3	TCGA-EJ-5521-01
SPTBN1	TCGA-EJ-5521-01
SLC35F5	TCGA-EJ-5521-01
TTN	TCGA-EJ-5521-01
WDFY1	TCGA-EJ-5521-01
RTP3	TCGA-EJ-5521-01
ACOX2	TCGA-EJ-5521-01
PPP2R3A	TCGA-EJ-5521-01
FAT4	TCGA-EJ-5521-01
FNIP2	TCGA-EJ-5521-01
MRPS27	TCGA-EJ-5521-01
CDC40	TCGA-EJ-5521-01
TPST1	TCGA-EJ-5521-01
ERMP1	TCGA-EJ-5521-01
GPR123	TCGA-EJ-5521-01
SIK3	TCGA-EJ-5521-01
SIK3	TCGA-EJ-5521-01
SLCO1C1	TCGA-EJ-5521-01
AHNAK2	TCGA-EJ-5521-01
CAPN3	TCGA-EJ-5521-01
SLC12A1	TCGA-EJ-5521-01
GP2	TCGA-EJ-5521-01
TOM1L1	TCGA-EJ-5521-01
DSEL	TCGA-EJ-5521-01
TSHZ3	TCGA-EJ-5521-01
FERMT1	TCGA-EJ-5521-01
RRBP1	TCGA-EJ-5521-01
YWHAH	TCGA-EJ-5521-01
PRKD3	TCGA-EJ-5521-01
TBL1XR1	TCGA-EJ-5521-01
CPEB4	TCGA-EJ-5521-01
MKRN1	TCGA-EJ-5521-01
DYNLRB1	TCGA-EJ-5521-01
NCAM2	TCGA-EJ-5521-01
NBPF1	TCGA-EJ-5522-01
CEP170	TCGA-EJ-5522-01
FIGN	TCGA-EJ-5522-01
LRRC2	TCGA-EJ-5522-01
DOCK3	TCGA-EJ-5522-01
CELF2	TCGA-EJ-5522-01
GHITM	TCGA-EJ-5522-01
OR5L2	TCGA-EJ-5522-01
OR8J1	TCGA-EJ-5522-01
TNFAIP2	TCGA-EJ-5522-01
SECISBP2L	TCGA-EJ-5522-01
ATP8B4	TCGA-EJ-5522-01
PIWIL3	TCGA-EJ-5522-01
ASPHD2	TCGA-EJ-5522-01
SEMA6C	TCGA-EJ-5524-01
HMCN1	TCGA-EJ-5524-01
ABCA12	TCGA-EJ-5524-01
XXbac-BPG308J9.3	TCGA-EJ-5524-01
MICB	TCGA-EJ-5524-01
FAM83B	TCGA-EJ-5524-01
COL21A1	TCGA-EJ-5524-01
TTYH3	TCGA-EJ-5524-01
KMT2C	TCGA-EJ-5524-01
BMP1	TCGA-EJ-5524-01
ARHGEF39	TCGA-EJ-5524-01
ROR2	TCGA-EJ-5524-01
TTLL11	TCGA-EJ-5524-01
EED	TCGA-EJ-5524-01
TMEM225	TCGA-EJ-5524-01
PKP2	TCGA-EJ-5524-01
TYRO3	TCGA-EJ-5524-01
SMAD3	TCGA-EJ-5524-01
CHD2	TCGA-EJ-5524-01
SMARCE1	TCGA-EJ-5524-01
DDX42	TCGA-EJ-5524-01
MUC16	TCGA-EJ-5524-01
GPR112	TCGA-EJ-5524-01
PLAU	TCGA-EJ-5524-01
ARHGAP11A	TCGA-EJ-5524-01
KLHL17	TCGA-EJ-5525-01
ATG4C	TCGA-EJ-5525-01
DEPDC1	TCGA-EJ-5525-01
PGLYRP3	TCGA-EJ-5525-01
RPS27	TCGA-EJ-5525-01
PM20D1	TCGA-EJ-5525-01
ADCK3	TCGA-EJ-5525-01
ARID4B	TCGA-EJ-5525-01
IWS1	TCGA-EJ-5525-01
CTNNB1	TCGA-EJ-5525-01
NAAA	TCGA-EJ-5525-01
MTTP	TCGA-EJ-5525-01
TACR3	TCGA-EJ-5525-01
ENPP6	TCGA-EJ-5525-01
MEF2C	TCGA-EJ-5525-01
AIM1	TCGA-EJ-5525-01
DCBLD1	TCGA-EJ-5525-01
EYA4	TCGA-EJ-5525-01
AC006026.10	TCGA-EJ-5525-01
OSBPL3	TCGA-EJ-5525-01
TNKS	TCGA-EJ-5525-01
PRSS55	TCGA-EJ-5525-01
NEFM	TCGA-EJ-5525-01
CYP7B1	TCGA-EJ-5525-01
CCNE2	TCGA-EJ-5525-01
TRPS1	TCGA-EJ-5525-01
KHDRBS3	TCGA-EJ-5525-01
TBC1D2	TCGA-EJ-5525-01
COL27A1	TCGA-EJ-5525-01
WDR34	TCGA-EJ-5525-01
CACNB2	TCGA-EJ-5525-01
CHAT	TCGA-EJ-5525-01
OR9Q2	TCGA-EJ-5525-01
FGFR1OP2	TCGA-EJ-5525-01
GLI1	TCGA-EJ-5525-01
UHRF1BP1L	TCGA-EJ-5525-01
RNF6	TCGA-EJ-5525-01
MYCBP2	TCGA-EJ-5525-01
PROZ	TCGA-EJ-5525-01
UNC79	TCGA-EJ-5525-01
MYO5C	TCGA-EJ-5525-01
RP11-1186N24.5	TCGA-EJ-5525-01
GINS2	TCGA-EJ-5525-01
KRT25	TCGA-EJ-5525-01
SCN4A	TCGA-EJ-5525-01
SMAD4	TCGA-EJ-5525-01
MAP1S	TCGA-EJ-5525-01
AKT2	TCGA-EJ-5525-01
LILRA4	TCGA-EJ-5525-01
MYH7B	TCGA-EJ-5525-01
HDAC6	TCGA-EJ-5525-01
NR1D2	TCGA-EJ-5525-01
IFITM2	TCGA-EJ-5525-01
TP53	TCGA-EJ-5525-01
SRSF2	TCGA-EJ-5525-01
ITSN1	TCGA-EJ-5525-01
MTHFR	TCGA-EJ-5526-01
PTCD3	TCGA-EJ-5526-01
EFHB	TCGA-EJ-5526-01
ACVR2B	TCGA-EJ-5526-01
BSN	TCGA-EJ-5526-01
PIK3CA	TCGA-EJ-5526-01
RREB1	TCGA-EJ-5526-01
URGCP	TCGA-EJ-5526-01
LCN2	TCGA-EJ-5526-01
TNKS1BP1	TCGA-EJ-5526-01
ACER3	TCGA-EJ-5526-01
BANP	TCGA-EJ-5526-01
CXCL16	TCGA-EJ-5526-01
PPP4R1	TCGA-EJ-5526-01
PIEZO2	TCGA-EJ-5526-01
KIF16B	TCGA-EJ-5526-01
SAMSN1	TCGA-EJ-5526-01
XK	TCGA-EJ-5526-01
IL6ST	TCGA-EJ-5526-01
PRRC2A	TCGA-EJ-5526-01
PLEKHA2	TCGA-EJ-5526-01
MYBPC1	TCGA-EJ-5526-01
PLIN3	TCGA-EJ-5526-01
MDC1	TCGA-EJ-5527-01
ROCK1	TCGA-EJ-5527-01
VPS13D	TCGA-EJ-5527-01
PADI3	TCGA-EJ-5527-01
CAPZB	TCGA-EJ-5527-01
PLA2G2A	TCGA-EJ-5527-01
FGR	TCGA-EJ-5527-01
GTF2B	TCGA-EJ-5527-01
ABCA4	TCGA-EJ-5527-01
THBS3	TCGA-EJ-5527-01
FCRL4	TCGA-EJ-5527-01
KIF21B	TCGA-EJ-5527-01
ATP2B4	TCGA-EJ-5527-01
NVL	TCGA-EJ-5527-01
DDX1	TCGA-EJ-5527-01
PRKD3	TCGA-EJ-5527-01
MTA3	TCGA-EJ-5527-01
CCT4	TCGA-EJ-5527-01
BOLA3	TCGA-EJ-5527-01
UXS1	TCGA-EJ-5527-01
YWHAEP5	TCGA-EJ-5527-01
PKP4	TCGA-EJ-5527-01
CRYGB	TCGA-EJ-5527-01
TRIP12	TCGA-EJ-5527-01
SP110	TCGA-EJ-5527-01
NEU4	TCGA-EJ-5527-01
GRM2	TCGA-EJ-5527-01
CRYBG3	TCGA-EJ-5527-01
SLC12A8	TCGA-EJ-5527-01
IFT80	TCGA-EJ-5527-01
SEL1L3	TCGA-EJ-5527-01
MRPL1	TCGA-EJ-5527-01
ANK2	TCGA-EJ-5527-01
PCDH10	TCGA-EJ-5527-01
RAPGEF2	TCGA-EJ-5527-01
KLHL2	TCGA-EJ-5527-01
BRD9	TCGA-EJ-5527-01
FAM105B	TCGA-EJ-5527-01
EGFLAM	TCGA-EJ-5527-01
VCAN	TCGA-EJ-5527-01
HARS	TCGA-EJ-5527-01
AFAP1L1	TCGA-EJ-5527-01
LARP1	TCGA-EJ-5527-01
HAVCR1	TCGA-EJ-5527-01
ATP10B	TCGA-EJ-5527-01
LCP2	TCGA-EJ-5527-01
RREB1	TCGA-EJ-5527-01
TRIM38	TCGA-EJ-5527-01
MSH5	TCGA-EJ-5527-01
RXRB	TCGA-EJ-5527-01
WDR46	TCGA-EJ-5527-01
SFT2D1	TCGA-EJ-5527-01
MOSPD3	TCGA-EJ-5527-01
C7orf60	TCGA-EJ-5527-01
LRGUK	TCGA-EJ-5527-01
RCL1	TCGA-EJ-5527-01
KDM4C	TCGA-EJ-5527-01
PTPRD	TCGA-EJ-5527-01
GBA2	TCGA-EJ-5527-01
OR2K2	TCGA-EJ-5527-01
ADAMTS13	TCGA-EJ-5527-01
UAP1L1	TCGA-EJ-5527-01
FAM208B	TCGA-EJ-5527-01
FAM208B	TCGA-EJ-5527-01
PDDC1	TCGA-EJ-5527-01
RAG1	TCGA-EJ-5527-01
MAP6	TCGA-EJ-5527-01
NPAT	TCGA-EJ-5527-01
GRIK4	TCGA-EJ-5527-01
HSPA8	TCGA-EJ-5527-01
MYL6	TCGA-EJ-5527-01
MYL6	TCGA-EJ-5527-01
MYL6	TCGA-EJ-5527-01
UBC	TCGA-EJ-5527-01
MIPEP	TCGA-EJ-5527-01
SPG20	TCGA-EJ-5527-01
TEP1	TCGA-EJ-5527-01
L3HYPDH	TCGA-EJ-5527-01
CDC42BPB	TCGA-EJ-5527-01
CHP1	TCGA-EJ-5527-01
CGNL1	TCGA-EJ-5527-01
ZFHX3	TCGA-EJ-5527-01
ZNF778	TCGA-EJ-5527-01
KDM6B	TCGA-EJ-5527-01
COX10	TCGA-EJ-5527-01
CPD	TCGA-EJ-5527-01
TBC1D29	TCGA-EJ-5527-01
KRT14	TCGA-EJ-5527-01
ZNF516	TCGA-EJ-5527-01
DNMT1	TCGA-EJ-5527-01
ZBTB32	TCGA-EJ-5527-01
APLP1	TCGA-EJ-5527-01
PRKD2	TCGA-EJ-5527-01
SHANK1	TCGA-EJ-5527-01
ZFP28	TCGA-EJ-5527-01
ZSCAN22	TCGA-EJ-5527-01
CHD6	TCGA-EJ-5527-01
ERG	TCGA-EJ-5527-01
IGLV2-23	TCGA-EJ-5527-01
DEPDC5	TCGA-EJ-5527-01
MYH9	TCGA-EJ-5527-01
MFNG	TCGA-EJ-5527-01
MEI1	TCGA-EJ-5527-01
PCDH19	TCGA-EJ-5527-01
IGSF1	TCGA-EJ-5527-01
CCDC148	TCGA-EJ-5527-01
CCNYL1	TCGA-EJ-5527-01
UBA6	TCGA-EJ-5527-01
SURF4	TCGA-EJ-5527-01
SLITRK4	TCGA-EJ-5527-01
TCEB3	TCGA-EJ-5530-01
DRAM2	TCGA-EJ-5530-01
C1orf56	TCGA-EJ-5530-01
ETV3	TCGA-EJ-5530-01
WDR64	TCGA-EJ-5530-01
PUM2	TCGA-EJ-5530-01
XDH	TCGA-EJ-5530-01
CNTNAP5	TCGA-EJ-5530-01
IL17RC	TCGA-EJ-5530-01
CCDC174	TCGA-EJ-5530-01
MORC1	TCGA-EJ-5530-01
MB21D2	TCGA-EJ-5530-01
CDH18	TCGA-EJ-5530-01
PCDHB2	TCGA-EJ-5530-01
PCDHB12	TCGA-EJ-5530-01
PCDHGA10	TCGA-EJ-5530-01
MDN1	TCGA-EJ-5530-01
KLHL7	TCGA-EJ-5530-01
KIAA0895	TCGA-EJ-5530-01
NKX3-1	TCGA-EJ-5530-01
FCN1	TCGA-EJ-5530-01
LHX3	TCGA-EJ-5530-01
NELL1	TCGA-EJ-5530-01
MADD	TCGA-EJ-5530-01
OR5AS1	TCGA-EJ-5530-01
SPDYC	TCGA-EJ-5530-01
PXN	TCGA-EJ-5530-01
FNDC3A	TCGA-EJ-5530-01
AKT1	TCGA-EJ-5530-01
ALDH1A3	TCGA-EJ-5530-01
RBFOX1	TCGA-EJ-5530-01
HERC2P4	TCGA-EJ-5530-01
TVP23C	TCGA-EJ-5530-01
CNOT3	TCGA-EJ-5530-01
NLRP5	TCGA-EJ-5530-01
AIFM3	TCGA-EJ-5530-01
MST4	TCGA-EJ-5530-01
ZMYND12	TCGA-EJ-5542-01
MCL1	TCGA-EJ-5542-01
HEATR5B	TCGA-EJ-5542-01
IGKV1-17	TCGA-EJ-5542-01
CCDC74A	TCGA-EJ-5542-01
PIKFYVE	TCGA-EJ-5542-01
FAT4	TCGA-EJ-5542-01
ERCC8	TCGA-EJ-5542-01
PCDHA7	TCGA-EJ-5542-01
PCDHA13	TCGA-EJ-5542-01
TYW1	TCGA-EJ-5542-01
LOXL2	TCGA-EJ-5542-01
EXTL3	TCGA-EJ-5542-01
ASPH	TCGA-EJ-5542-01
PDP1	TCGA-EJ-5542-01
SETX	TCGA-EJ-5542-01
ANKRD26	TCGA-EJ-5542-01
PRG3	TCGA-EJ-5542-01
C11orf88	TCGA-EJ-5542-01
LRIG3	TCGA-EJ-5542-01
CMA1	TCGA-EJ-5542-01
PTPN21	TCGA-EJ-5542-01
FBN1	TCGA-EJ-5542-01
PDE8A	TCGA-EJ-5542-01
AC090825.1	TCGA-EJ-5542-01
ZNF423	TCGA-EJ-5542-01
AFG3L2	TCGA-EJ-5542-01
ZNF521	TCGA-EJ-5542-01
OR10H2	TCGA-EJ-5542-01
AC078899.1	TCGA-EJ-5542-01
KCNK6	TCGA-EJ-5542-01
CABIN1	TCGA-EJ-5542-01
SH3BP1	TCGA-EJ-5542-01
DENND2C	TCGA-EJ-5542-01
ZNF292	TCGA-EJ-5542-01
TSR1	TCGA-EJ-5542-01
PSMD7P1	TCGA-EJ-5542-01
COL24A1	TCGA-EJ-7314-01
FCER1A	TCGA-EJ-7314-01
SEC16B	TCGA-EJ-7314-01
URB2	TCGA-EJ-7314-01
PSD4	TCGA-EJ-7314-01
ATF2	TCGA-EJ-7314-01
BMPR2	TCGA-EJ-7314-01
PDCL2	TCGA-EJ-7314-01
PDLIM5	TCGA-EJ-7314-01
PCDHA8	TCGA-EJ-7314-01
LARS	TCGA-EJ-7314-01
FAM120B	TCGA-EJ-7314-01
PDP1	TCGA-EJ-7314-01
PRTFDC1	TCGA-EJ-7314-01
VAX1	TCGA-EJ-7314-01
DDN	TCGA-EJ-7314-01
PABPC3	TCGA-EJ-7314-01
EPB42	TCGA-EJ-7314-01
UBE2I	TCGA-EJ-7314-01
PLEKHH3	TCGA-EJ-7314-01
TMEM101	TCGA-EJ-7314-01
METTL23	TCGA-EJ-7314-01
CAMSAP3	TCGA-EJ-7314-01
ZNF324	TCGA-EJ-7314-01
JPH2	TCGA-EJ-7314-01
MSN	TCGA-EJ-7314-01
CAPSL	TCGA-EJ-7314-01
FABP4	TCGA-EJ-7314-01
ASPN	TCGA-EJ-7314-01
VWA8	TCGA-EJ-7314-01
MCM3AP	TCGA-EJ-7314-01
RSC1A1	TCGA-EJ-7315-01
DMAP1	TCGA-EJ-7315-01
KIDINS220	TCGA-EJ-7315-01
CAPN13	TCGA-EJ-7315-01
SLC30A6	TCGA-EJ-7315-01
SRGAP3	TCGA-EJ-7315-01
ATR	TCGA-EJ-7315-01
HSPA4	TCGA-EJ-7315-01
ELOVL4	TCGA-EJ-7315-01
LMX1B	TCGA-EJ-7315-01
MARS	TCGA-EJ-7315-01
MBD6	TCGA-EJ-7315-01
RP11-556N21.1	TCGA-EJ-7315-01
LINC00521	TCGA-EJ-7315-01
SALL1	TCGA-EJ-7315-01
STAT3	TCGA-EJ-7315-01
SMAD4	TCGA-EJ-7315-01
CREB3	TCGA-EJ-7315-01
TTLL12	TCGA-EJ-7315-01
LDLRAD1	TCGA-EJ-7321-01
LEPR	TCGA-EJ-7321-01
LRRC8C	TCGA-EJ-7321-01
ALX3	TCGA-EJ-7321-01
LTBP1	TCGA-EJ-7321-01
ATL2	TCGA-EJ-7321-01
XIRP2	TCGA-EJ-7321-01
FBXL2	TCGA-EJ-7321-01
SMARCA5	TCGA-EJ-7321-01
CXXC5	TCGA-EJ-7321-01
OR2H2	TCGA-EJ-7321-01
MUC17	TCGA-EJ-7321-01
SPATA31B1	TCGA-EJ-7321-01
OR5D18	TCGA-EJ-7321-01
SCN2B	TCGA-EJ-7321-01
FREM2	TCGA-EJ-7321-01
OLFM4	TCGA-EJ-7321-01
RLTPR	TCGA-EJ-7321-01
ASIC2	TCGA-EJ-7321-01
ZNF652	TCGA-EJ-7321-01
GPR108	TCGA-EJ-7321-01
HAO1	TCGA-EJ-7321-01
FAM47A	TCGA-EJ-7321-01
COL11A1	TCGA-EJ-7321-01
ANKRD20A5P	TCGA-EJ-7321-01
CEP350	TCGA-EJ-7327-01
C1orf65	TCGA-EJ-7327-01
