patient_id	TCGA.A1.A0SE.01	TCGA.A1.A0SH.01	TCGA.A1.A0SJ.01	TCGA.A1.A0SK.01	TCGA.A1.A0SM.01	TCGA.A1.A0SO.01	TCGA.A1.A0SP.01	TCGA.A2.A04N.01	TCGA.A2.A04P.01
IL25	interleukin 25	TdgClinicalTrial	n/a	VIDOFLUDIMUS	VIDOFLUDIMUS
SLC7A9	"solute carrier family 7 (glycoprotein-associated amino acid transporter light chain, bo,+ system), member 9"	DrugBank	n/a	DB00138	L-CYSTINE
TERT	telomerase reverse transcriptase	DrugBank	inhibitor	DB00495	ZIDOVUDINE
TERT	telomerase reverse transcriptase	DrugBank	n/a	DB04937	GV1001
TERT	telomerase reverse transcriptase	DrugBank	n/a	DB05036	GRN163L
TERT	telomerase reverse transcriptase	TdgClinicalTrial	n/a	V934/V935	V934/V935
TERT	telomerase reverse transcriptase	TdgClinicalTrial	n/a	IMETELSTAT	IMETELSTAT
TERT	telomerase reverse transcriptase	TdgClinicalTrial	n/a	GV1001	GV1001
TERT	telomerase reverse transcriptase	TALC	inhibitor	IMETELSTAT	IMETELSTAT
TERT	telomerase reverse transcriptase	TALC	inhibitor	SODIUM METAARSENITE	SODIUM METAARSENITE
SLC22A16	"solute carrier family 22 (organic cation/carnitine transporter), member 16"	PharmGKB	n/a	PA449165	CYCLOPHOSPHAMIDE
SLC22A16	"solute carrier family 22 (organic cation/carnitine transporter), member 16"	PharmGKB	n/a	PA449412	DOXORUBICIN
SLC22A16	"solute carrier family 22 (organic cation/carnitine transporter), member 16"	PharmGKB	n/a	PA165291922	DOXORUBICINOL
GSS	glutathione synthetase	DrugBank	stimulator	DB06151	ACETYLCYSTEINE
GSS	glutathione synthetase	DrugBank	n/a	DB00143	GLUTATHIONE
GSS	glutathione synthetase	DrugBank	n/a	DB00145	GLYCINE
GSS	glutathione synthetase	DrugBank	n/a	DB00151	L-CYSTEINE
GSS	glutathione synthetase	DrugBank	n/a	DB03408	GAMMA-GLUTAMYLCYSTEINE
GSS	glutathione synthetase	DrugBank	n/a	DB04395	PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER
IKBKG	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma"	PharmGKB	n/a	PA448404	AMODIAQUINE
IKBKG	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma"	PharmGKB	n/a	PA449782	GLIBENCLAMIDE
IKBKG	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma"	PharmGKB	n/a	PA165857067	CHLORPROGUANIL
IKBKG	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma"	PharmGKB	n/a	PA165111697	ARTESUNATE
IKBKG	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma"	PharmGKB	n/a	PA449211	DAPSONE
IKBKG	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma"	DrugBank	n/a	DB04998	AGRO100
IKBKG	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma"	DrugBank	n/a	DB05289	MPC-7869
OAZ1	ornithine decarboxylase antizyme 1	DrugBank	n/a	DB00129	L-ORNITHINE
ALDH3B2	"aldehyde dehydrogenase 3 family, member B2"	DrugBank	n/a	DB00157	NADH
ARF6	ADP-ribosylation factor 6	DrugBank	n/a	DB01864	5-GUANOSINE-DIPHOSPHATE-MONOTHIOPHOSPHATE@TICLOPIDINE#AZD6140#TICAGRELOR#TREPROSTINIL#CLOPIDOGREL#EPOPROSTENOL#PRASUGREL#2MESADP#CLOPIDOGREL (ACTIVE METABOLITE)#CANGRELOR#CANGRELOR#[<SUP>3</SUP>H]2MESADP#COMPOUND 4 [PMID:23083103]#[<SUP>3</SUP>H]PSB-0413#ARL66096#BX 667#2MESATP#BX 048#ADP&BETA;S#ATP#COMPOUND 20O [PMID:22984835]#TICAGRELOR#ATP&GAMMA;S#AR-C67085#ADENOSINE DIPHOSPHATE#2MESAMP#INS49266#INS50589#R-138727#PSB-0739#PCMPS#PSB-0739#COMPOUND 4 [PMID:22984835]#CLOPIDOGREL BISULFATE#TICLOPIDINE HYDROCHLORIDE#PRASUGREL HYDROCHLORIDE#CLOPIDOGREL#TICAGRELOR#INS-50589#PRASUGREL#TICAGRELOR#TREPROSTINIL#CLOPIDOGREL#MC-1#TICLOPIDINE#ELINOGREL#CANGRELOR#CLOPIDOGREL#TICLOPIDINE#TICLOPIDINE#TREPROSTINIL#PRASUGREL#CLOPIDOGREL#CLOPIDOGREL#TICLOPIDINE#BRILINTA#AR-C69931 MX#PRASUGREL@DV1179#ANA773#AZD-8848#HYDROXYCHLOROQUINE#IMO-3100#IMIQUIMOD#CPG 52364#IMIQUIMOD#HYDROXYCHLOROQUINE SULFATE#DOCOSANOL#ANA773#HYDROXYCHLOROQUINE#IMO-3100#ISATORIBINE#RESIQUIMOD#CPG 52364#IMIQUIMOD#IMIQUIMOD#HYDROXYCHLOROQUINE#ANA971#SCV-07#ISATORIBINE#RESIQUIMOD#IMIQUIMOD#LOXORIBINE#HYDROXYCHLOROQUINE#IMIQUIMOD	NA	NA
drugs_in_module19	GDC-0152#AZD5582#AT-406#SM-337#LCL161#GDC0917#AT-406#TL 32711#AEG40826#HGS1029@BUPROPION#NICOTINE@PF-00547659	NA	METHYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE#N-({(2S,3S)-3-[(BENZYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINE#N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ISOLEUCINE#N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ALANINE#2-AMINOETHANIMIDIC ACID#DIPHENYLACETIC ACID#BENZYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE#3-AMINO-4-OXYBENZYL-2-BUTANONE#N-[1-HYDROXYCARBOXYETHYL-CARBONYL]LEUCYLAMINO-2-METHYL-BUTANE#3-METHYLPHENYLALANINE#N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-#N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCINE#N-(3-PROPYLCARBAMOYLOXIRANE-2-CARBONYL)-ISOLEUCYL-PROLINE#2-PYRIDINETHIOL#Z-ARG-LEU-VAL-AGLY-ILE-VAL-OME	METHYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE#N-({(2S,3S)-3-[(BENZYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINE#N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ISOLEUCINE#N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ALANINE#2-AMINOETHANIMIDIC ACID#DIPHENYLACETIC ACID#BENZYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE#3-AMINO-4-OXYBENZYL-2-BUTANONE#N-[1-HYDROXYCARBOXYETHYL-CARBONYL]LEUCYLAMINO-2-METHYL-BUTANE#3-METHYLPHENYLALANINE#N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-#N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCINE#N-(3-PROPYLCARBAMOYLOXIRANE-2-CARBONYL)-ISOLEUCYL-PROLINE#2-PYRIDINETHIOL#Z-ARG-LEU-VAL-AGLY-ILE-VAL-OME	NA	NA	NA	NA	NA
drugs_in_module20	NA	LITHIUM@IRON DEXTRAN@RILUZOLE	BUPROPION#NICOTINE	NA	NA	NA	NA	NA	NA
drugs_in_module21	NA	NA	NA	NA	NA	NA	N-[O-PHOSPHONO-PYRIDOXYL]-ISOLEUCINE#ALPHA-KETOISOVALERATE#L-LEUCINE#L-GLUTAMIC ACID@PEG-INTERFERON LAMBA#IFN-&LAMBDA;3#IFN-&LAMBDA;2#IFN-&LAMBDA;1	NA	NA
drugs_in_module22	PF-4523655	5-[(Z)-(5-CHLORO-2-OXO-1,2-DIHYDRO-3H-INDOL-3-YLIDENE)METHYL]-N-(DIETHYLAMINO)ETHYL]-2,4-DIMETHYL-1H-PYRROLE-3-CARBOXAMIDE	NA	NA	NA	NA	PF-4523655@PF-00547659	NA	NA
drugs_in_module23	ENMD-2076@DROTRECOGIN ALFA@PYRIDOXAL PHOSPHATE#L-ALANINE#3-HYDROXYHIPPURIC ACID	NA	NA	NA	NA	NA	NA	L-CITRULLINE	NA
drugs_in_module24	NA	OMALIZUMAB#R112#OMALIZUMAB#GEMCITABINE#TOSITUMOMAB	PYRIDOXAL PHOSPHATE#L-ALANINE#3-HYDROXYHIPPURIC ACID	GDC-0152#AZD5582#AT-406#SM-337#LCL161#GDC0917#AT-406#TL 32711#AEG40826#HGS1029	NA	NA	LITHIUM	PYRIDOXAL PHOSPHATE#L-ALANINE#3-HYDROXYHIPPURIC ACID	NA
drugs_in_module25	NA	NA	NA	NA	NA	NA	NA	NA	NA
drugs_in_module26	OMALIZUMAB#R112#OMALIZUMAB#GEMCITABINE#TOSITUMOMAB	NA	NA	OLESOXIME#DIHYDROXYALUMINIUM#PRLX 93936#PRLX 93936	NA	NA	NA	NA	NA
drugs_in_module27	NA	NA	L-CITRULLINE	NA	NA	NA	NA	NA	NA
drugs_in_module28	NA	NA	NA	NA	NA	NA	NA	NA	CYT-6091#ETANERCEPT#TUMOUR NECROSIS FACTOR MEMBRANE FORM#LYMPHOTOXIN-&ALPHA;
drugs_in_module29	NA	NA	OMALIZUMAB#R112#OMALIZUMAB#GEMCITABINE#TOSITUMOMAB	NA	NA	NA	NA	HYALURONAN	NA
drugs_in_module30	NA	NA	NA	NA	NA	NA	[<SUP>14</SUP>C]ASCORBIC ACID#URSODEOXYCHOLIC ACID	NA	NA
drugs_in_module31	NA	NA	NA	ENMD-2076	NA	NA	NA	NA	ANTIPSYCHOTICS
drugs_in_module32	[<SUP>14</SUP>C]ASCORBIC ACID#URSODEOXYCHOLIC ACID	ETHANOLAMINE OLEATE#ANTITHROMBIN#METHYL 5-[(4-TERT-BUTYLBENZOYL)AMINO]-2H-1,2,4-TRIAZOLE-3-CARBOXYLATE@PYRIDOXAL PHOSPHATE#L-ALANINE#3-HYDROXYHIPPURIC ACID	NA	NA	NA	NA	NA	ENMD-2076	NA
drugs_in_module33	NA	NA	NA	NA	NA	NA	NA	NA	R-788#R788#R343#PACLITAXEL#N-(2-HYDROXY-1,1-DIMETHYLETHYL)-1-METHYL-3-(1H-PYRROLO[2,3-B]PYRIDIN-2-YL)-1H-INDOLE-5-CARBOXAMIDE#2-{[(1R,2S)-2-AMINOCYCLOHEXYL]AMINO}-4-[(3-METHYLPHENYL)AMINO]PYRIMIDINE-5-CARBOXAMIDE#STAUROSPORINE#ELLAGIC ACID#6-({5-FLUORO-2-[(3,4,5-TRIMETHOXYPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-2,2-DIMETHYL-2H-PYRIDO[3,2-B][1,4]OXAZIN-3(4H)-ONE#2-{2-[(3,5-DIMETHYLPHENYL)AMINO]PYRIMIDIN-4-YL}-N-[(1S)-2-HYDROXY-1-METHYLETHYL]-4-METHYL-1,3-THIAZOLE-5-CARBOXAMIDE#FOSTAMATINIB#PRT062607#ACU-XSP-001#R343#FOSTAMATINIB#SYK INHIBITOR#SYK INHIBITOR II#SYK INHIBITOR III#TAMATINIB
drugs_in_module34	NA	NA	V3381#FELBAMATE#DIMIRACETAM#AM-101#DEXANABINOL#LATREPIRDINE#AZD-6765#EVT-101#EVT-103#MEMANTINE#CNS-5161#MEMANTINE#NERAMEXANE#NEU-2000#EVT-101#BESONPRODIL#TRAXOPRODIL#RGH-896#L-GLUTAMIC ACID#TENOCYCLIDINE#PETHIDINE#ACETYLCYSTEINE#FELBAMATE#HALOPERIDOL#IFENPRODIL#MEMANTINE#FELBAMATE#MEMANTINE#HOMOQUINOLINIC ACID#D-SERINE#D-ASPARTATE#GLYCINE#L-ASPARTATE#MG<SUP>2+</SUP>#[<SUP>3</SUP>H]GLYCINE#GV196771A#(<I>RS</I>)-(TETRAZOL-5-YL)GLYCINE#CGP37849#(+)-HA966#NMDA#5,7-DICHLOROKYNURENIC ACID#CONANTOKIN-G#D-AP5#D-CCPENE#[<SUP>3</SUP>H]CGP61594#AMANTIDINE#L701324#L689560#[<SUP>3</SUP>H]DIZOCILPINE#LY233053#PHENCYCLIDINE#N<SUP>1</SUP>-DANSYL-SPERMINE#KETAMINE#DIZOCILPINE#SELFOTEL#NVP-AAM077#UBP141#[<SUP>3</SUP>H]CGP39653#[<SUP>3</SUP>H]MDL105519#[<SUP>3</SUP>H]L689560#[<SUP>3</SUP>H]CPP#[<SUP>3</SUP>H]CGS19755#VALPROIC ACID	NA	NA	NA	NA	NA	NA
drugs_in_module35	NA	NA	NA	NA	NA	NA	NA	NA	NA
drugs_in_module36	NA	METHOTREXATE	NA	NA	NA	NA	NA	NA	NA
drugs_in_module37	NA	NA	NA	NA	NA	NA	NA	NA	NA
drugs_in_module38	NA	NA	NA	NA	NA	NA	NA	NA	NA
drugs_in_module39	NA	NA	NA	NA	NA	NA	R-788#R788#R343#PACLITAXEL#N-(2-HYDROXY-1,1-DIMETHYLETHYL)-1-METHYL-3-(1H-PYRROLO[2,3-B]PYRIDIN-2-YL)-1H-INDOLE-5-CARBOXAMIDE#2-{[(1R,2S)-2-AMINOCYCLOHEXYL]AMINO}-4-[(3-METHYLPHENYL)AMINO]PYRIMIDINE-5-CARBOXAMIDE#STAUROSPORINE#ELLAGIC ACID#6-({5-FLUORO-2-[(3,4,5-TRIMETHOXYPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-2,2-DIMETHYL-2H-PYRIDO[3,2-B][1,4]OXAZIN-3(4H)-ONE#2-{2-[(3,5-DIMETHYLPHENYL)AMINO]PYRIMIDIN-4-YL}-N-[(1S)-2-HYDROXY-1-METHYLETHYL]-4-METHYL-1,3-THIAZOLE-5-CARBOXAMIDE#FOSTAMATINIB#PRT062607#ACU-XSP-001#R343#FOSTAMATINIB#SYK INHIBITOR#SYK INHIBITOR II#SYK INHIBITOR III#TAMATINIB	NA	NA
drugs_in_module40	NA	NA	NA	NA	NA	NA	NA	NA	NA
drugs_in_module41	NA	NA	NA	NA	NA	NA	NA	NA	NA
drugs_in_module42	NA	NA	NA	NA	NA	NA	NA	NA	NA
drugs_in_module43	NA	NA	NA	NA	NA	NA	NA	NA	NA
drugs_in_module44	NA	NA	NA	NA	NA	NA	NA	NA	NA
drugs_in_module45	NA	NA	NA	NA	NA	NA	NA	NA	NA
drugs_in_module46	NA	NA	NA	NA	NA	NA	NA	NA	NA
score_alteration_module(deltaa)1	0.428571428571429	0.428571428571429	0.571428571428571	0.428571428571429	0.142857142857143	0.142857142857143	0.285714285714286	0.428571428571429	0.571428571428571
score_alteration_module(deltaa)2	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.285714285714286	0.285714285714286	0.285714285714286	0.428571428571429	0.428571428571429
score_alteration_module(deltaa)3	0.428571428571429	0.571428571428571	0.571428571428571	0.571428571428571	0.142857142857143	0	0.571428571428571	0.571428571428571	0.428571428571429
score_alteration_module(deltaa)4	0.571428571428571	0.428571428571429	0.571428571428571	0.571428571428571	0.142857142857143	0.285714285714286	0.428571428571429	0.428571428571429	0.428571428571429
score_alteration_module(deltaa)5	0.571428571428571	0.428571428571429	0.285714285714286	0.571428571428571	0.142857142857143	0.285714285714286	0.571428571428571	0.428571428571429	0.571428571428571
score_alteration_module(deltaa)6	0.428571428571429	0.285714285714286	0.285714285714286	0.428571428571429	0.285714285714286	0.142857142857143	0.285714285714286	0.285714285714286	0.571428571428571
score_alteration_module(deltaa)7	0.428571428571429	0.285714285714286	0.428571428571429	0.571428571428571	0.142857142857143	0.142857142857143	0.142857142857143	0.428571428571429	0.428571428571429
score_alteration_module(deltaa)8	0.428571428571429	0.428571428571429	0.285714285714286	0.428571428571429	0.142857142857143	NA	0.428571428571429	0.428571428571429	0.571428571428571
score_alteration_module(deltaa)9	0.428571428571429	0.285714285714286	0.428571428571429	0.428571428571429	0	NA	0.285714285714286	0.428571428571429	0.285714285714286
score_alteration_module(deltaa)10	0.285714285714286	0.571428571428571	0.285714285714286	0.285714285714286	0.142857142857143	NA	0.428571428571429	0.285714285714286	0.285714285714286
score_alteration_module(deltaa)11	0.285714285714286	0.571428571428571	0.285714285714286	0.428571428571429	0.285714285714286	NA	0.428571428571429	0.285714285714286	0.285714285714286
score_alteration_module(deltaa)12	0.285714285714286	0.428571428571429	0.285714285714286	0.428571428571429	0.285714285714286	NA	0.285714285714286	0.571428571428571	0.428571428571429
score_alteration_module(deltaa)13	0.571428571428571	0.428571428571429	0.428571428571429	0.428571428571429	NA	NA	0.428571428571429	0.428571428571429	0.428571428571429
score_alteration_module(deltaa)14	0.285714285714286	0.428571428571429	0.142857142857143	0.285714285714286	NA	NA	0.428571428571429	0.285714285714286	0.428571428571429
score_alteration_module(deltaa)15	0.428571428571429	0.571428571428571	0.428571428571429	0.428571428571429	NA	NA	0.285714285714286	0.571428571428571	0.285714285714286
score_alteration_module(deltaa)16	0.571428571428571	0.285714285714286	0.285714285714286	0.428571428571429	NA	NA	0.428571428571429	0.428571428571429	0.428571428571429
score_alteration_module(deltaa)17	0.428571428571429	0.428571428571429	0.285714285714286	0.285714285714286	NA	NA	0.571428571428571	0.428571428571429	0.285714285714286
score_alteration_module(deltaa)18	0.285714285714286	0.428571428571429	0.428571428571429	0.142857142857143	NA	NA	0.571428571428571	0.428571428571429	0.428571428571429
score_alteration_module(deltaa)19	0.428571428571429	0.285714285714286	0.428571428571429	0.285714285714286	NA	NA	0.428571428571429	0.285714285714286	0.428571428571429
score_alteration_module(deltaa)20	0.428571428571429	0.428571428571429	0.428571428571429	0.142857142857143	NA	NA	0.285714285714286	0.428571428571429	0.285714285714286
score_alteration_module(deltaa)21	0.285714285714286	0.142857142857143	0.285714285714286	0.285714285714286	NA	NA	0.428571428571429	0.285714285714286	0.428571428571429
score_alteration_module(deltaa)22	0.428571428571429	0.285714285714286	0.428571428571429	0.285714285714286	NA	NA	0.428571428571429	0.571428571428571	0.285714285714286
score_alteration_module(deltaa)23	0.428571428571429	0.142857142857143	0.285714285714286	0.285714285714286	NA	NA	0.142857142857143	0.428571428571429	0.285714285714286
score_alteration_module(deltaa)24	0.285714285714286	0.285714285714286	0.428571428571429	0.428571428571429	NA	NA	0.285714285714286	0.428571428571429	0.285714285714286
score_alteration_module(deltaa)25	0.142857142857143	0.285714285714286	0.142857142857143	0.142857142857143	NA	NA	0.285714285714286	0.285714285714286	0.428571428571429
score_alteration_module(deltaa)26	0.285714285714286	0.285714285714286	0.428571428571429	0.285714285714286	NA	NA	0.142857142857143	0.285714285714286	0.428571428571429
score_alteration_module(deltaa)27	0.285714285714286	0.428571428571429	0.428571428571429	0.428571428571429	NA	NA	0.142857142857143	0.428571428571429	0.285714285714286
score_alteration_module(deltaa)28	0.285714285714286	0.285714285714286	0.285714285714286	0.285714285714286	NA	NA	0.428571428571429	0.285714285714286	0.428571428571429
score_alteration_module(deltaa)29	0.285714285714286	0.142857142857143	0.571428571428571	0.428571428571429	NA	NA	0.285714285714286	0.285714285714286	0.142857142857143
score_alteration_module(deltaa)30	0.142857142857143	0.285714285714286	0.142857142857143	0.285714285714286	NA	NA	0.428571428571429	0.142857142857143	0.285714285714286
score_alteration_module(deltaa)31	0.285714285714286	0.285714285714286	0.428571428571429	0.285714285714286	NA	NA	0.285714285714286	0.285714285714286	0.142857142857143
score_alteration_module(deltaa)32	0.428571428571429	0.428571428571429	0.285714285714286	0.285714285714286	NA	NA	0.285714285714286	0.285714285714286	0.428571428571429
score_alteration_module(deltaa)33	0.285714285714286	0.428571428571429	0.285714285714286	0.285714285714286	NA	NA	0.285714285714286	0.285714285714286	0.285714285714286
score_alteration_module(deltaa)34	0.142857142857143	0.428571428571429	0.285714285714286	NA	NA	NA	0.285714285714286	0.142857142857143	0.428571428571429
score_alteration_module(deltaa)35	0.428571428571429	0.142857142857143	0.428571428571429	NA	NA	NA	0.142857142857143	0.285714285714286	0.285714285714286
score_alteration_module(deltaa)36	0.285714285714286	0.285714285714286	0.285714285714286	NA	NA	NA	0.428571428571429	0.285714285714286	0.285714285714286
score_alteration_module(deltaa)37	0.285714285714286	0.285714285714286	NA	NA	NA	NA	0.428571428571429	0.428571428571429	0.285714285714286
score_alteration_module(deltaa)38	0.285714285714286	0.428571428571429	NA	NA	NA	NA	0.428571428571429	NA	0.285714285714286
score_alteration_module(deltaa)39	0.428571428571429	0.285714285714286	NA	NA	NA	NA	0.285714285714286	NA	0.142857142857143
score_alteration_module(deltaa)40	0.285714285714286	0.285714285714286	NA	NA	NA	NA	0.285714285714286	NA	NA
score_alteration_module(deltaa)41	0.142857142857143	0.142857142857143	NA	NA	NA	NA	0.142857142857143	NA	NA
score_alteration_module(deltaa)42	0.142857142857143	NA	NA	NA	NA	NA	0.285714285714286	NA	NA
score_alteration_module(deltaa)43	NA	NA	NA	NA	NA	NA	0.285714285714286	NA	NA
score_alteration_module(deltaa)44	NA	NA	NA	NA	NA	NA	0.285714285714286	NA	NA
score_alteration_module(deltaa)45	NA	NA	NA	NA	NA	NA	0.285714285714286	NA	NA
score_alteration_module(deltaa)46	NA	NA	NA	NA	NA	NA	0.428571428571429	NA	NA
score_alteration_drugs(deltad)1	-1	0	-0.875	-0.714285714285714	-1	-1	-1	-0.5	-0.777777777777778
score_alteration_drugs(deltad)2	-0.875	-0.862068965517241	-0.893203883495146	-0.901639344262295	-0.428571428571429	-1	-0.881188118811881	-0.89010989010989	-0.917159763313609
score_alteration_drugs(deltad)3	-0.789473684210526	-0.828326180257511	-0.739837398373984	-0.904761904761905	-1	-1	-0.808219178082192	-0.825136612021858	-0.857142857142857
score_alteration_drugs(deltad)4	-0.897435897435897	-0.931372549019608	-0.857142857142857	-0.80327868852459	-1	-0.818181818181818	-0.844155844155844	-0.789473684210526	-0.636363636363636
score_alteration_drugs(deltad)5	-0.820359281437126	-1	-0.902439024390244	-0.92	-1	1	-0.829787234042553	-0.942857142857143	-0.755102040816326
score_alteration_drugs(deltad)6	-0.940828402366864	-0.923076923076923	-0.938461538461538	-0.916349809885932	-1	-0.666666666666667	-0.666666666666667	-1	-0.825581395348837
score_alteration_drugs(deltad)7	-0.818181818181818	-0.933333333333333	-1	-0.702702702702703	-1	-1	-1	-0.823529411764706	-0.890909090909091
score_alteration_drugs(deltad)8	-1	-0.846153846153846	-0.727272727272727	-1	-1	NA	-0.764705882352941	-0.894736842105263	-0.846153846153846
score_alteration_drugs(deltad)9	-1	-1	-0.824561403508772	-0.5	1	NA	-0.866666666666667	-0.833333333333333	-1
score_alteration_drugs(deltad)10	-1	-0.80327868852459	-1	-1	-1	NA	-1	-0.826086956521739	-1
score_alteration_drugs(deltad)11	-1	-0.826086956521739	-1	-1	-1	NA	-0.912280701754386	-1	-1
score_alteration_drugs(deltad)12	-0.769230769230769	-0.789473684210526	-1	-0.894736842105263	-1	NA	-0.931034482758621	-0.95	-1
score_alteration_drugs(deltad)13	-0.86046511627907	-1	-0.769230769230769	-1	NA	NA	-0.777777777777778	-0.777777777777778	-0.833333333333333
score_alteration_drugs(deltad)14	-1	-0.666666666666667	-1	-1	NA	NA	-0.947368421052632	-0.972602739726027	-0.9
score_alteration_drugs(deltad)15	-1	-1	-0.714285714285714	-0.846153846153846	NA	NA	-1	-0.75	-1
score_alteration_drugs(deltad)16	-0.7	-1	-1	-1	NA	NA	-0.84	-1	-1
score_alteration_drugs(deltad)17	-0.733333333333333	-1	-1	-1	NA	NA	-0.8	-0.636363636363636	-0.909090909090909
score_alteration_drugs(deltad)18	-0.888888888888889	-1	-1	-1	NA	NA	-0.586206896551724	-1	-1
score_alteration_drugs(deltad)19	-0.75	-1	-0.894736842105263	-0.846153846153846	NA	NA	-1	-1	-1
score_alteration_drugs(deltad)20	-1	-0.8	-0.866666666666667	-1	NA	NA	-1	-1	-1
score_alteration_drugs(deltad)21	-1	-1	-1	-1	NA	NA	-0.878787878787879	-1	-1
score_alteration_drugs(deltad)22	-0.75	1	-1	-1	NA	NA	-0.84	-1	-1
score_alteration_drugs(deltad)23	-0.25	-1	-1	-1	NA	NA	-1	-0.833333333333333	-1
score_alteration_drugs(deltad)24	-1	0	-0.666666666666667	-0.5	NA	NA	-0.875	-0.714285714285714	-1
score_alteration_drugs(deltad)25	-1	-1	-1	-1	NA	NA	-1	-1	-1
score_alteration_drugs(deltad)26	1	-1	-1	0	NA	NA	-1	-1	-1
score_alteration_drugs(deltad)27	-1	-1	-0.333333333333333	-1	NA	NA	-1	-1	-1
score_alteration_drugs(deltad)28	-1	-1	-1	-1	NA	NA	-1	-1	-0.333333333333333
score_alteration_drugs(deltad)29	-1	-1	-0.777777777777778	-1	NA	NA	-1	-0.5	-1
score_alteration_drugs(deltad)30	-1	-1	-1	-1	NA	NA	-0.833333333333333	-1	-1
score_alteration_drugs(deltad)31	-1	-1	-1	0	NA	NA	-1	-1	0
score_alteration_drugs(deltad)32	1	-0.333333333333333	-1	-1	NA	NA	-1	-0.5	-1
score_alteration_drugs(deltad)33	-1	-1	-1	-1	NA	NA	-1	-1	1
score_alteration_drugs(deltad)34	-1	-1	-0.666666666666667	NA	NA	NA	-1	-1	-1
score_alteration_drugs(deltad)35	-1	-1	-1	NA	NA	NA	-1	-1	-1
score_alteration_drugs(deltad)36	-1	-0.333333333333333	-1	NA	NA	NA	-1	-1	-1
score_alteration_drugs(deltad)37	-1	-1	NA	NA	NA	NA	-1	-1	-1
score_alteration_drugs(deltad)38	-1	-1	NA	NA	NA	NA	-1	NA	-1
score_alteration_drugs(deltad)39	-1	-1	NA	NA	NA	NA	1	NA	-1
score_alteration_drugs(deltad)40	-1	-1	NA	NA	NA	NA	-1	NA	NA
score_alteration_drugs(deltad)41	-1	-1	NA	NA	NA	NA	-1	NA	NA
score_alteration_drugs(deltad)42	-1	NA	NA	NA	NA	NA	-1	NA	NA
score_alteration_drugs(deltad)43	NA	NA	NA	NA	NA	NA	-1	NA	NA
score_alteration_drugs(deltad)44	NA	NA	NA	NA	NA	NA	-1	NA	NA
score_alteration_drugs(deltad)45	NA	NA	NA	NA	NA	NA	-1	NA	NA
score_alteration_drugs(deltad)46	NA	NA	NA	NA	NA	NA	-1	NA	NA
score_sad1	-0.571428571428571	0.428571428571429	-0.303571428571429	-0.285714285714286	-0.857142857142857	-0.857142857142857	-0.714285714285714	-0.0714285714285714	-0.206349206349206
score_sad2	-0.446428571428571	-0.433497536945813	-0.464632454923717	-0.473067915690866	-0.142857142857143	-0.714285714285714	-0.595473833097595	-0.461538461538461	-0.488588334742181
score_sad3	-0.360902255639098	-0.256897608828939	-0.168408826945412	-0.333333333333333	-0.857142857142857	-1	-0.23679060665362	-0.253708040593287	-0.428571428571429
score_sad4	-0.326007326007326	-0.502801120448179	-0.285714285714286	-0.231850117096019	-0.857142857142857	-0.532467532467532	-0.415584415584416	-0.360902255639098	-0.207792207792208
